Num of users,Xd,Yd,Ad
100,486.1925273179383,379.4973192305618,50.0
100,46.01693405604178,258.2934922131127,50.0
100,181.14965140177634,174.68140809250858,248.90313
100,327.7979361247632,50.694429897532785,68.515958
100,160.3964690859816,416.03725435828505,50.0
100,478.3100342481917,411.18980935328676,58.361078
100,141.00413875084183,333.498591851455,94.989833
100,171.00204643732684,140.15899846399503,73.67361
100,349.5029582455693,244.90186737449534,51.405324
100,389.01436262482616,153.9890908383046,56.08099
100,7.430373473260971,17.38359064744904,246.13193
100,76.58702883568387,142.28118608373475,50.0
100,44.21414504968041,369.0226541037583,50.0
100,55.95540201234073,279.8287574502029,55.977451
100,242.79598704122168,268.0297470793097,50.0
100,410.4369398737381,386.5322643546241,50.0
100,295.0862965539065,497.3637739894293,249.84116
100,435.0201826982353,44.563669119696755,50.0
100,119.70941960085207,49.22449576930481,50.0
100,247.5834410843288,71.43266131147476,114.50344
100,76.12821373756353,465.73993334175793,50.0
100,280.92318939590194,374.7527439404269,50.0
100,483.262352006643,291.0116407048781,50.0
100,364.12756352547945,376.3310836185336,182.43693
100,297.6738575664082,161.14545625087294,56.864476
100,66.96391889169138,316.82417789566773,50.0
100,135.69787310727202,177.00684868319675,250.0
100,425.35666402000095,134.50649955330158,207.24612
100,111.64207336261815,38.3601551687706,250.0
100,116.70432026117162,433.4427707214084,50.0
100,27.247123771297623,97.00720098280598,79.337754
100,332.84833437558797,285.92574787898303,50.0
100,170.9267684177966,330.30051697532036,50.0
100,377.1304643327042,30.620013592249336,71.731365
100,188.79172841072713,109.8109378075304,195.31139
100,34.17047734781758,204.4158519134547,50.866719
100,245.50573154369314,240.74959768592757,71.186092
100,206.8730953054576,470.60596732162844,50.0
100,28.3784376727468,400.87600526546703,50.0
100,433.9516600701038,476.86450084414923,243.70508
100,308.4949545162289,63.51721635580273,68.188454
100,284.1662737578072,399.27422354202724,50.0
100,116.90476507177024,30.881127144072366,50.0
100,347.99101321984807,255.12479066898683,250.0
100,152.67749189076443,420.8919063294924,50.0
100,377.1352792241194,433.481668222542,50.0
100,350.0616230528743,144.61079582839074,50.0
100,52.13685058381728,172.9089816842545,50.0
100,176.37213205444743,228.23824405047077,78.756326
100,459.63445941473117,252.19741163486646,50.0
100,313.896398946486,397.3267344058669,50.0
100,375.39909398497514,49.274833485664914,84.89598
100,462.2049675145306,387.84303797716746,249.32062
100,25.18123760223321,283.09573434315007,247.676
100,439.32363854151595,129.1602812321142,50.0
100,255.49514992013934,183.05579006811524,50.0
100,231.22027573847086,328.57501424188104,250.0
100,260.11873065425686,62.39370483678567,68.428692
100,225.02235212264353,465.23812796609565,50.0
100,48.84665642892176,53.73806548702555,50.0
100,135.5072228904196,128.91813323502356,50.0
100,308.8609681751282,334.8264275546339,54.933813
100,252.38729583044102,124.2687619952033,150.19214
100,153.63451744781003,470.60926969034153,60.283036
100,20.62775746971326,95.18154836770614,50.0
100,369.05885839353164,154.8221816789125,52.902786
100,472.7341949715531,397.9349743550089,50.0
100,367.9597816750602,249.39310235680838,58.271409
100,301.1015884786122,467.0633437918749,50.0
100,118.43156441136685,259.11092480380574,50.0
100,314.612460936674,20.449659479783065,244.37712
100,102.70271090534143,356.101090494015,50.0
100,344.1769430103579,141.92118756003177,50.0
100,288.2561666679898,384.55763402818707,72.962386
100,45.20431439897868,140.29954053037767,50.0
100,174.42791130739067,184.76715378320185,63.768959
100,181.74719579337017,40.011644439367615,80.44816
100,130.28723454028312,417.98130278374447,72.499634
100,377.6509502282821,353.70131275462336,73.981801
100,477.91559933900044,422.9227369020071,50.0
100,77.3192601184482,281.812542319626,67.446278
100,443.7622665196151,126.25811228936834,50.0
100,253.33666441560382,466.6401440737219,50.0
100,260.26364723120196,286.4337149677596,53.313022
100,266.1211514800282,118.77688859275256,50.0
100,416.62493373012273,235.58817047727666,50.0
100,70.98003034281288,30.5151317540965,75.857157
100,430.5155164517455,476.8597302658825,84.13307
100,72.91208819751321,440.77047233662825,50.0
100,449.87075162762676,26.537007330089068,50.0
100,380.06738603855854,437.7731437069141,50.0
100,53.31414395185138,30.746999218680628,50.0
100,200.63928543547138,229.02105113861174,50.0
100,459.76144678730145,29.640995030628858,70.097075
100,216.36526923852688,67.32366512297227,50.0
100,61.753784663219506,163.75562181770331,50.0
100,377.90954614661814,207.20816956828438,68.811964
100,381.77580894506013,70.71140698284924,50.0
100,305.94779617306585,56.46425281733789,74.302428
100,213.27980637043592,493.85373271467404,216.75107
100,486.0030545479723,241.9884616387983,50.0
100,237.383943390495,323.1691959878285,249.87081
100,438.961693609363,135.92145522015016,50.0
100,264.66016402088485,185.92077539794775,51.82005
100,25.592097075765793,89.87095627126332,50.0
100,309.3457366831128,413.67149286633094,250.0
100,482.8777551286261,459.9875971745113,50.0
100,123.08281213215736,52.529952448038784,71.218092
100,143.84273891209807,449.47586565622476,50.0
100,275.7330166634283,21.43706131160414,210.62552
100,411.60129205916394,238.00170300912163,50.0
100,32.62888539889846,45.894438357643054,51.895395
100,328.73963551795845,344.82412850772874,50.0
100,38.059756153882546,281.0064762062765,50.0
100,395.22020102799513,164.87446617697373,109.26895
100,476.7385010194562,411.53739123128287,56.270732
100,317.3953285324549,229.91973536126056,52.396627
100,43.22362415442677,378.80153599254726,67.140334
100,149.38068738937176,64.53918904409434,50.0
100,247.65209133142392,450.77830695460295,50.0
100,240.8694162475119,128.18581332570764,50.599355
100,169.36172457728395,334.2496807862628,250.0
100,469.6396575462464,179.46074919662072,67.265133
100,68.96950810889518,449.0589417392724,72.95855
100,339.790070441911,459.6815370147166,50.0
100,40.83995651222864,135.56706027493928,50.0
100,426.23516325553794,333.4590947301504,50.0
100,443.8253135567917,329.1698984464623,205.91682
100,23.0142649414058,188.4017832662367,237.80901
100,281.09462206099505,89.73739338805544,57.331313
100,113.90608849577697,468.24702104663766,50.0
100,395.56289761798985,232.08917888127354,50.0
100,174.31829217250876,121.18931663807186,50.0
100,36.5403479638768,401.1820546087504,50.0
100,453.9775684276182,23.5135296173394,50.0
100,406.98699551786723,478.9664862983197,65.113422
100,70.88754050628722,245.4792917777746,73.134042
100,458.58879790607807,415.42605940422817,247.7867
100,225.84629848961993,268.6206757449003,50.0
100,68.9407132270529,124.42385359089505,80.533733
100,421.7172526150289,123.09172156568447,72.793829
100,56.44135061491846,255.459929389273,242.17831
100,410.8931433780835,370.1998539758242,50.0
100,247.77674972393638,429.9433018009906,50.0
100,44.51562141402613,490.820687885127,234.41125
100,274.69716534623484,80.31603359383865,64.161452
100,453.04366579944565,258.7555248901078,57.00322
100,156.22714473033523,331.97407086093506,50.0
100,147.48744390175256,229.08321242679614,50.0
100,54.6056862650766,395.02659557878656,50.0
100,139.06427259163382,29.76542288849629,50.0
100,22.735724958722216,34.104708082570994,50.0
100,452.7010990090518,33.872881079133975,241.6912
100,311.73342937054304,357.22988969714095,50.0
100,173.87782272310483,450.7025619440536,50.0
100,199.7050549078072,168.9559798358979,50.0
100,347.400638186274,225.0469796340747,50.0
100,443.1221731375914,464.1417644864591,73.654477
100,197.15870270741925,35.793187970942085,50.0
100,231.51536614462344,317.97791509009863,50.0
100,395.4131264497654,165.66199828499435,50.0
100,48.377188778681756,200.26518528240382,50.0
100,135.29883245223334,358.8431490330403,245.80224
100,391.19985456432295,383.55960683626336,50.0
100,107.84843487175033,116.4496613668517,50.0
100,172.8934267134196,469.8848562774499,250.0
100,432.94889632118793,29.196582439968125,50.0
100,326.99326033890156,248.44346499728488,63.125389
100,303.14088294784716,33.05007227696905,63.393816
100,299.13885151294676,443.03105932396056,50.0
100,29.387576892121416,30.336905475760034,50.0
100,232.803130961669,245.08861497363853,60.046413
100,318.383306692954,115.62301374161066,50.0
100,258.3963441186623,384.04315964604126,73.579078
100,476.5888366695551,133.07388692529832,50.0
100,468.1861659909412,304.31998476840107,250.0
100,143.30080556829375,134.617499410155,88.7124
100,195.70877206984864,455.2347678634477,238.30042
100,484.39529625599414,399.9063788399566,50.0
100,316.9232993150568,168.04567432045673,50.0
100,23.941214225953786,201.75045943225206,50.0
100,177.3019962816672,18.770384788945307,50.0
100,305.5946634813175,293.30436313413975,90.963863
100,28.070867064303116,341.6165105992796,50.0
100,411.3570019579576,35.21398921309611,70.35501
100,220.62955343846124,302.2225613605115,50.0
100,37.73468983152574,73.94660696892018,250.0
100,450.82138080387404,140.2381918997869,250.0
100,353.6747990342319,404.00727228393066,50.0
100,115.64117480130263,272.1983104418126,54.113401
100,47.80108797968575,481.9543799224582,50.0
100,424.6927384625791,475.7321185184069,50.0
100,218.43551293471947,184.15700810237828,50.0
100,287.7317252890549,39.060575342795914,73.657921
100,127.30619858944107,417.33619281439974,94.533807
100,307.1738271739243,456.0901064457217,250.0
100,119.9612183507993,29.43658660248383,50.0
100,405.9587006881004,246.41779863096943,74.135094
100,288.83725698157474,145.9494548849058,72.376012
100,50.109366714822045,360.7472824566438,53.302194
100,243.26449862382248,293.88675976491595,50.0
100,34.18526522569667,316.95117413009854,50.0
100,449.9267983846785,150.08731671790093,50.0
100,136.205075650001,49.2529933422513,250.0
100,451.5468372716949,383.2209560176575,50.0
100,101.00346553127397,452.0423884114522,50.0
100,241.3384565991731,103.09334930035155,53.826739
100,321.65103853193943,385.33516570860616,50.841543
100,154.23595105743402,239.70627065175984,65.127751
100,364.958758549968,135.83587414172973,81.84199
100,29.153174240433685,463.31863132241114,69.960575
100,81.955285289708,123.42825599930933,50.0
100,50.045603128666386,222.35378300991013,50.0
100,153.12589983513624,329.01805885462977,50.0
100,376.67868623686365,264.948347363405,50.0
100,258.72860921080115,170.8894562790676,249.53623
100,408.47388450682155,468.55643040701875,50.0
100,249.37862207458895,443.487059814395,247.11659
100,481.9647916020985,285.4634158959152,50.0
100,417.2733091685917,37.24121555714029,66.852713
100,170.30609015226142,296.95585500978734,250.0
100,405.7423325323975,483.0929927659519,240.53655
100,394.16568654102525,124.94117103639665,50.0
100,72.35362556742987,412.8714654917625,50.0
100,291.0048559371502,319.2830048100518,50.0
100,203.45562518725447,193.6498155218749,250.0
100,455.1495495677693,361.14057545721454,250.0
100,61.11083469806516,338.0575197753305,50.0
100,301.2815149264911,23.779684374958833,50.0
100,16.982829598060164,270.00256852271866,243.85486
100,470.6813086521971,174.19606543343485,66.286795
100,351.943192091028,228.9656674837476,50.0
100,322.9391371814847,471.2994313887724,250.0
100,100.65883973160743,224.39520991363702,66.653818
100,309.6939073288075,127.85777361143566,50.0
100,200.4912919724978,63.104821515018784,250.0
100,198.04196875944916,464.7743556262418,50.0
100,471.3444347896973,260.7244204143907,50.0
100,298.6544060183562,332.2907434148618,50.0
100,171.43625650918352,338.223014189491,50.0
100,438.96180324968606,43.361046111362924,76.297242
100,482.90601609958,462.83316163381966,63.525236
100,43.67716719357276,47.9319986033384,53.41127
100,266.3693433384618,448.806771681291,50.0
100,362.4166105600447,162.63447438082702,50.0
100,168.21654831407997,149.73463091081263,73.573869
100,477.8445448276383,103.28209023991562,247.64387
100,271.0552676514681,148.50961351283587,50.0
100,394.47948720483964,35.003587939513466,50.0
100,155.17433334256043,326.51873977383553,53.054909
100,458.5124080436931,365.7956122461796,50.0
100,211.72363732453275,95.57152675614202,50.701552
100,172.03564294769023,208.4580264605698,50.0
100,399.03050106869506,121.02140601287196,50.0
100,79.47164989442442,210.49058896886186,103.37909
100,319.73747622666815,468.0242218929685,50.0
100,218.64523938360466,299.57118762617813,250.0
100,133.33413479772625,460.47262789330154,250.0
100,353.80894654046983,34.23779390217422,50.0
100,257.47863563858937,167.92064166435247,50.0
100,24.84450507556292,273.9719231528105,53.057665
100,463.6382357698293,356.20075718787984,50.0
100,332.5342726867786,195.70564647070407,50.0
100,416.3635500847694,433.8824392905043,50.0
100,259.35714161715305,45.5408676250797,50.0
100,124.38996103291069,346.56707417995653,50.0
100,470.6949495680194,116.5906028379226,85.019876
100,226.25281406463495,421.96104958154126,50.0
100,31.690520196120502,452.0117726340651,50.0
100,173.6971346644669,186.52758466729895,50.0
100,349.2263278756376,264.4586725176448,82.326285
100,189.80038350071834,61.623320115812874,245.49693
100,304.86828312909813,399.6455875281288,70.617761
100,231.7703461165255,98.72895741489268,50.0
100,27.253296230446495,259.94167733136476,50.0
100,396.13237019710033,209.97123827892685,50.0
100,217.82388561706142,312.8937514114433,62.995133
100,41.788604973910765,104.96229561075359,72.82488
100,392.8956199724314,26.15702175930099,57.201543
100,394.1020312388348,365.8879110178361,90.492955
100,161.66968302963153,397.21734810495775,246.04957
100,249.04898671213266,480.21573472966327,50.0
100,163.39337905312317,218.78495442642497,220.21785
100,431.172074651972,458.14487490056985,55.996994
100,336.12949434263464,124.51106507681786,50.0
100,446.8281068023563,97.88867432776499,50.0
100,335.0764490058641,282.9955487404303,61.668702
100,201.18149245204623,457.27965068831975,50.0
100,138.6388250915777,27.220855145086375,50.0
100,90.86801846726237,303.3620476515444,50.0
100,447.67603830141167,291.85835743280404,84.414757
100,205.44720927538606,351.50376790145407,185.79463
100,346.7858822919191,236.9110734548983,71.562577
100,148.79138992500864,37.37645848622847,250.0
100,449.3251944514418,425.93554456082654,147.86979
100,455.78092783859495,23.67216761946534,199.10163
100,21.790579846205134,316.089858277099,244.08756
100,91.05654139360064,141.24848765836404,75.622879
100,266.7206371490182,60.012624164637344,50.0
100,424.8242709083054,247.7948161240348,92.082571
100,387.1187096112968,484.760815977943,50.0
100,36.705541988533554,54.39838029451309,250.0
100,485.1342989378322,139.3237476062161,250.0
100,319.5314377469572,444.90145252372247,240.53205
100,98.66135101146051,219.00148462433643,102.7945
100,370.05491829677874,129.70285639592973,250.0
100,115.38589435475888,324.2690469749883,180.35476
100,244.16726219054118,140.57670480366582,50.0
100,254.38887161810035,274.50608351511977,158.52335
100,237.23309230440952,441.49716964642835,50.0
100,50.30328701300064,201.80849676106493,65.193369
100,371.5467666909815,283.1787469853228,94.839453
100,209.41280408533686,342.10325336668353,126.55642
100,251.59647219201534,66.67865708480309,220.37441
100,459.44233293995194,462.7265358734666,50.0
100,129.83210136779778,36.80534714670961,217.14224
100,443.10003855646653,62.05491627325165,250.0
100,169.30608079976577,254.60403045705024,213.86811
100,401.66050839448576,382.8197782978532,75.844722
100,48.334588093778905,122.39381522340176,50.0
100,319.48234407492936,213.56854403543403,241.50218
100,460.44267581707686,206.23548382304483,168.3082
100,84.6662627528018,327.0516966861893,250.0
100,165.95138581140608,110.20181931357567,50.0
100,356.33143154387244,130.08734047847557,50.0
100,355.69772659214857,45.27209691213636,188.50178
100,477.0408827481867,314.3774645620207,132.25061
100,302.61776263181736,351.63657083135155,235.70183
100,437.02175708463017,234.75968256391252,73.813948
100,204.94017868202943,256.0371870368033,50.0
100,268.31696512615974,41.19756397778801,50.0
100,393.5315795494126,473.4022085532915,50.0
100,70.5389846861917,71.85924756499563,70.25154
100,154.69802901410634,385.73213258762974,50.0
100,328.4051401086981,352.24956124921556,62.980503
100,167.683081634807,96.8900742715283,50.0
100,29.757023233465816,325.3171535110106,50.0
100,245.70007799062773,453.4941282892323,70.870803
100,499.1723158974197,20.252554664269184,50.0
100,439.82902491449573,125.15512278314034,50.0
100,449.8606477236141,338.04310164388784,50.0
100,180.59196282499397,186.51778890545205,240.55432
100,28.606846636400775,448.8040843649587,50.0
100,361.96568677381686,57.66199638112437,50.0
100,74.99488925870142,183.2640798835963,50.0
100,222.84708081981935,349.1578760664268,50.0
100,480.0012108841906,439.2743005133434,52.028737
100,309.52907613716434,226.75931552893465,245.8967
100,478.8687920856331,113.95975692039124,55.319469
100,133.18330562057267,398.33929319818054,50.0
100,193.45980044237086,159.61992953251658,100.15968
100,436.6148257689563,372.68853688687364,51.6216
100,7.067144355154397,204.78208885948192,228.85899
100,47.66224964806767,195.44424919549968,240.12258
100,349.7019889165863,430.89307461600833,52.300153
100,36.65177780321133,380.8642833805149,50.0
100,167.35305384159818,42.4268334608349,50.0
100,466.87836575600903,311.8205664650838,56.710454
100,292.5043494504813,64.27316085252954,80.505084
100,403.96471799421397,298.47073311651957,59.732986
100,282.179639594097,248.30966241011765,50.0
100,109.43305937389619,280.1532297141675,250.0
100,223.80007604554282,321.4936675256016,54.768183
100,165.04607600059134,132.2370685408165,77.039644
100,464.00001273209955,423.10598165263315,250.0
100,269.1585703997456,135.88387856587642,250.0
100,367.6492689328787,24.000761300023555,50.0
100,327.2438755844788,358.0390704732208,50.0
100,101.90109601355087,401.5427751981549,63.171276
100,255.82516034754462,456.9188706194092,55.440079
100,87.68635298491466,494.23358026765936,50.0
100,267.92293713449544,461.8739731410145,50.0
100,424.8365934475238,147.14940291810987,50.0
100,72.10776888298503,4.223408724701784,58.892451
100,300.2097251556069,133.29977683187053,50.0
100,18.391177017047568,419.70049614812956,50.0
100,450.6241864307734,397.1385305193734,50.0
100,16.16046396292606,273.1170676275658,50.0
100,335.52211069710523,35.98320241573603,52.213916
100,217.30710021726728,166.71623140793724,54.168593
100,435.6515294933659,389.49000671416263,50.0
100,56.803192653217764,450.47023425387107,247.05773
100,325.00552507336164,77.87034402138866,75.175088
100,66.02577067380739,201.21115543070283,50.0
100,406.4836002379624,81.07444571123591,73.858151
100,129.347259979,344.99447239114227,50.0
100,386.30370404768564,272.9311133309859,50.0
100,264.65788802728963,330.1714354889526,61.766157
100,215.75923931248528,51.50794153289644,224.16398
100,344.16639029116817,397.28046782205035,50.0
100,177.04526567325863,232.29420943800713,55.529297
100,322.8278269622483,223.0677666279011,65.326616
100,477.7811097960929,170.9065749437471,244.85342
100,58.56047682818763,386.86412808333324,50.0
100,490.53334863898317,483.8011804806159,50.0
100,369.458620461005,452.74287339437814,50.0
100,40.465933372806006,294.1563882050471,50.0
100,357.37865500607086,416.7889393414554,50.0
100,96.32628489053633,290.59064461163075,50.0
100,435.98652615243327,120.98010612112421,50.0
100,232.06761150828174,299.1569787279864,50.0
100,300.59644032017127,168.45134239456632,50.0
100,109.40819572631668,52.700597286420276,231.08301
100,149.43444057029905,384.92467636880383,97.191367
100,63.21700762780054,36.31246323020562,248.21415
100,336.19421704343705,292.50559676806176,50.0
100,278.85092479526315,48.285423056105,50.0
100,35.43376276087457,278.35774748960154,250.0
100,464.8002868616444,304.5281857401365,73.800322
100,30.048324896990323,471.68775370218066,250.0
100,393.67250988061414,364.920753508348,67.358067
100,126.47950563382534,225.38594893253827,54.602934
100,130.68978712677256,464.24526797025266,50.0
100,232.84786402247437,151.67212853368744,50.0
100,253.23128519180324,318.5630541713359,73.600436
100,146.62153653850044,26.800039765781293,50.0
100,438.90131771661106,439.4372557097655,63.71749
100,96.75475779023512,129.98040343407007,84.97536
100,414.23721238867495,240.9232259349241,244.80835
100,346.4263491046337,429.62056873397506,56.09439
100,15.887615529490347,114.64990763012229,81.938256
100,163.46751995419731,383.80813737964115,50.0
100,330.6117310815722,118.5044175843845,174.76543
100,340.8414601265889,232.52758152966916,50.0
100,119.50247932801048,64.78577515318563,60.317856
100,51.057819714115794,352.22685989828676,50.0
100,397.49377911801616,54.53789999824397,50.0
100,235.15552086304302,315.5147948873629,50.0
100,54.23645073111564,211.464881598004,62.326821
100,327.053851227589,458.95825329913566,202.08453
100,474.71064308100404,266.1385271488503,68.487483
100,305.89686832057976,143.28489012525273,64.055072
100,313.9487894546662,343.127881806983,50.0
100,390.52387797405186,331.0220359083095,50.0
100,26.437854714328665,72.42142551099673,67.639277
100,471.8060456900532,416.1241042665923,141.99125
100,162.91409301803364,189.02884996440832,50.0
100,156.89447606296568,401.3412782458995,50.0
100,239.91313533176464,67.39993328967924,78.069929
100,128.75638601369505,258.2667775858508,74.22437
100,470.83032728337236,49.3948211201361,243.93061
100,39.11497860620173,475.33227457279764,237.00733
100,260.8864319741292,421.4566447832073,50.0
100,342.4127588486721,50.732723338742574,73.677079
100,123.09211977513652,466.4130412636864,50.0
100,456.7167453640605,382.4800866953628,249.77626
100,196.32020429766987,258.3998250783299,50.0
100,244.91861072429208,382.76148202370007,150.28965
100,210.72802392628603,42.48156337199231,50.0
100,417.71586045168954,483.527196530961,50.0
100,113.65845873888085,230.36203966262943,68.935954
100,39.82616160192961,439.64863254352235,75.596271
100,399.4096637763192,152.91204167045456,250.0
100,110.07507098672735,83.66259361905006,50.0
100,332.9488319302117,403.534466462733,94.31785
100,87.499254000315,395.8943012038094,209.22119
100,129.7187737227428,328.20721015208255,50.0
100,482.80089442305916,240.45438170665147,50.0
100,254.85676594607355,477.8483194992607,97.797005
100,15.063491622785307,160.88179826057313,50.0
100,304.4522628101832,113.07442791883722,50.0
100,369.8829253491619,37.13557970665468,50.0
100,94.02939390893661,266.84175425829244,50.0
100,349.94057586567726,485.24203386570684,57.90652
100,89.89523025297362,371.8297206161878,249.37897
100,458.60817924154554,188.64824331541809,71.08487
100,46.82576778773725,145.14782985602267,73.521868
100,157.15875639579278,153.33920889627717,50.0
100,150.1190540224961,241.64002656256815,190.86364
100,409.76971477094116,343.9174775570723,79.802345
100,373.3361570522497,138.35861072805722,50.0
100,41.70754041827118,241.24341336695696,50.0
100,51.60430274246946,463.4567236258738,50.0
100,273.18671883762033,422.4512591236678,244.99026
100,99.92276691099977,139.2862773766684,65.488783
100,466.43153516889106,22.034851395814428,50.0
100,231.88155500786263,323.3024816576583,50.667592
100,80.87891324592152,357.0223231933114,71.53622
100,433.22688740762544,243.6434263747182,50.0
100,168.15364281946782,428.05352490876805,50.0
100,331.5553779939048,28.463400663800996,50.0
100,256.5546789685807,245.82663918394735,66.322473
100,197.73793684702866,129.68831881455813,60.355507
100,307.7454861437178,136.9786449858096,244.52609
100,343.600500834505,403.03382654581833,50.0
100,462.57110206692323,136.42106040020852,50.822468
100,315.1223722046098,141.4885795236957,63.623394
100,442.67441231899727,391.415956546766,50.0
100,82.84976704833278,448.631716562889,50.0
100,180.97145687211713,157.0895507548696,50.0
100,64.53356474300543,312.79501973215974,249.54817
100,356.1380249620079,35.71794542830153,72.45083
100,190.9413356946741,274.5476476583407,62.174786
100,423.6401506550269,457.67532382759214,50.0
100,87.25926612534059,461.5398554317959,54.532099
100,104.51152852666993,140.1370757955168,101.33958
100,430.37217085491886,326.2636761303268,247.24482
100,286.1065176532179,143.61969812109533,62.08679
100,11.475798686428732,269.26017094090656,50.0
100,88.94365674085361,71.83739567924442,68.20775
100,291.26599836583864,389.3227593646207,50.0
100,458.4100467454946,396.77596060249755,75.331659
100,269.1854759279038,299.120571501197,50.0
100,190.0371628698782,71.59881341637634,250.0
100,7.9222122333002005,31.115283848933586,50.0
100,340.34182788586384,474.3718034256357,50.0
100,184.30545795353098,447.0566108664222,50.0
100,30.41115043198883,174.91312129130205,50.0
100,375.7950671537974,190.77189774411437,249.46774
100,67.02345342247253,352.8826853727019,203.54036
100,114.108450861558,219.7335561189551,199.12815
100,216.33541463109987,43.69311499996098,50.0
100,397.4871144589779,372.7426367401339,50.0
100,27.869460346953048,356.32387259990736,250.0
100,66.74123710907702,186.83801500310136,50.0
100,390.5423231607971,160.63124555674793,71.931121
100,197.1876861144917,325.10669825072694,50.0
100,334.42619087941455,348.8145732405404,83.759562
100,249.60396832140972,458.21468593918246,57.674195
100,430.69925428156296,232.45160127010743,50.0
100,97.99938036036752,290.66104187814693,58.395692
100,338.2448539778487,222.40865698689382,250.0
100,368.60809878725155,467.6415131266058,149.66577
100,141.09924162023168,444.5263948942968,50.0
